,Biomodel name,coverage,automatic annotation,ontology for automatic annotation,manual annotation,ontology for manual annotation
554,BIOMD0000000589,0.25,"['Chloroplast', 'Enzyme', 'Metabolic Pathway', 'Surrounding', 'environmental stress treatment', 'Excessive', 'Induced Cataract', 'Proportional Stratified Sampling', 'Pathway', 'ascorbate glutathione cycle', 'ascorbate', 'Consecutive', 'metabolite', 'Photosynthesis', 'Mathematical Model', 'Kinetics', 'Oxidative Stress', 'Parameter']","['http://purl.obolibrary.org/obo/NCIT_C13199', 'http://purl.obolibrary.org/obo/NCIT_C16554', 'http://purl.obolibrary.org/obo/NCIT_C18611', 'http://purl.obolibrary.org/obo/NCIT_C52247', 'http://www.ebi.ac.uk/efo/EFO_0000470', 'http://purl.obolibrary.org/obo/NCIT_C73992', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C71498', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/GO_0033355', 'http://purl.obolibrary.org/obo/CHEBI_22651', 'http://purl.obolibrary.org/obo/NCIT_C47939', 'http://purl.obolibrary.org/obo/CHEBI_25212', 'http://purl.obolibrary.org/obo/NCIT_C16986', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C17741', 'http://purl.obolibrary.org/obo/NCIT_C44175']","[' Embryophyta,  ascorbate glutathione cycle,  response to abiotic stimulus']","[' 3193,  GO:0033355,  GO:0009628']"
8,BIOMD0000000009,0.25,"['Hill coefficient', 'Enzyme', 'Activation', 'Prediction', 'Oocyte', 'Consequences of HIV', 'MAPK Signaling Pathway', 'Maturation']","['http://biomodels.net/SBO/SBO_0000190', 'http://purl.obolibrary.org/obo/NCIT_C16554', 'http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/NCIT_C54156', 'http://purl.obolibrary.org/obo/NCIT_C12598', 'http://purl.obolibrary.org/obo/NCIT_C18720', 'http://purl.obolibrary.org/obo/NCIT_C38834', 'http://purl.obolibrary.org/obo/NCIT_C17770']","[' MAPK cascade,  Xenopus laevis']","[' GO:0000165,  8355']"
641,BIOMD0000000687,0.25,"['Viral Infection', 'CTLL-2', 'Resolved License', 'Induced Cataract', 'Theoretical Biology', 'CMVpp65-A*0201 Peptide Vaccine', 'Antigen', 'Proliferation', 'Reducing Excipient', 'Detectable', 'Mathematical Model', 'Cell Response Index', 'innate behavior design', 'Acute']","['http://purl.obolibrary.org/obo/NCIT_C3439', 'http://www.ebi.ac.uk/efo/EFO_0002821', 'http://purl.obolibrary.org/obo/NCIT_C118471', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C19061', 'http://purl.obolibrary.org/obo/NCIT_C78467', 'http://purl.obolibrary.org/obo/NCIT_C268', 'http://purl.obolibrary.org/obo/NCIT_C28378', 'http://purl.obolibrary.org/obo/NCIT_C176639', 'http://purl.obolibrary.org/obo/NCIT_C111567', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C123799', 'http://www.ebi.ac.uk/efo/EFO_0001749', 'http://purl.obolibrary.org/obo/NCIT_C14140']","[' cytotoxic T-lymphocyte,  response to virus,  Mus,  cytomegalovirus infection']","[' BTO:0000289,  GO:0009615,  10088,  0001062']"
143,BIOMD0000000145,0.25,"['Prediction', 'Cell', 'Quantitative Concept', 'ATP', 'Supplies', 'Intracellular', 'Computer Modeling', 'Duration']","['http://purl.obolibrary.org/obo/NCIT_C54156', 'http://purl.obolibrary.org/obo/NCIT_C12508', 'http://purl.obolibrary.org/obo/NCIT_C70766', 'http://purl.obolibrary.org/obo/CHEBI_15422', 'http://purl.obolibrary.org/obo/NCIT_C60759', 'http://purl.obolibrary.org/obo/NCIT_C28217', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C25330']","[' Ordinary differential equation model,  positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway,  Calcium signaling pathway - Homo sapiens (human),  cellular organisms']","[' MAMO_0000046,  GO:0051482,  hsa04020,  131567']"
142,BIOMD0000000144,0.25,"['Imaging Finding Ranges', 'Drosophila', 'Mutations per Megabase', 'Degradation', 'Differential Display', 'Fertilization', 'Set of compartments', 'Accumulation', 'Synchronous', 'Patterns of Care', 'Detectable', 'Embryo', 'Chemotherapeutic Cycle Number']","['http://purl.obolibrary.org/obo/NCIT_C180890', 'http://purl.obolibrary.org/obo/NCIT_C14202', 'http://purl.obolibrary.org/obo/NCIT_C188348', 'http://purl.obolibrary.org/obo/NCIT_C61559', 'http://purl.obolibrary.org/obo/NCIT_C18483', 'http://purl.obolibrary.org/obo/NCIT_C16579', 'http://purl.obolibrary.org/obo/FMA_76577', 'http://purl.obolibrary.org/obo/NCIT_C120860', 'http://purl.obolibrary.org/obo/NCIT_C48444', 'http://purl.obolibrary.org/obo/NCIT_C19155', 'http://purl.obolibrary.org/obo/NCIT_C111567', 'http://purl.obolibrary.org/obo/NCIT_C28147', 'http://purl.obolibrary.org/obo/NCIT_C166208']","[' Drosophila,  mitotic cell cycle,  regulation of nuclear division']","[' 7215,  GO:0000278,  GO:0051783']"
636,BIOMD0000000682,0.25,"['bursting', 'Langerhans cell', 'published', 'Glycolysis']","['http://identifiers.org/teddy/TEDDY_0000055', 'http://purl.obolibrary.org/obo/FMA_63072', 'http://www.ebi.ac.uk/efo/EFO_0001796', 'http://purl.obolibrary.org/obo/NCIT_C28152']","[' regulation of action potential,  pancreatic islet,  Homo sapiens']","[' GO:0098900,  BTO:0000991,  9606']"
296,BIOMD0000000301,0.25,"['Escherichia coli', 'Numbers Backward', 'Cellularity Measurement', 'Biotechnology']","['http://purl.obolibrary.org/obo/NCIT_C14206', 'http://purl.obolibrary.org/obo/NCIT_C120336', 'http://purl.obolibrary.org/obo/NCIT_C111153', 'http://purl.obolibrary.org/obo/NCIT_C16351']","[' Escherichia coli (strain K12),  regulation of translational initiation']","[' 83333,  GO:0006446']"
7,BIOMD0000000008,0.25,"['In Vivo', 'Synthesis', 'Decreased', 'equilibrium constant', 'Computer Modeling']","['http://purl.obolibrary.org/obo/NCIT_C15744', 'http://purl.obolibrary.org/obo/NCIT_C61408', 'http://purl.obolibrary.org/obo/NCIT_C164132', 'http://biomodels.net/SBO/SBO_0000281', 'http://purl.obolibrary.org/obo/NCIT_C16461']","[' Amphibia,  mitotic cell cycle']","[' 8292,  GO:0000278']"
278,BIOMD0000000283,0.25,"['Peroxidase', 'Enzyme', 'Curve', 'Ascorbic Acid', 'enzyme-substrate adaptor activity', 'Peroxidase', 'acceptor', 'Leucomalachite green', 'Michaelis constant', 'K3 Rate Constant', 'Enzyme Kinetics', 'Quotient', 'hydrogen peroxide', 'Compound', 'Substrate', 'equilibrium constant', 'Kinetics']","['http://purl.obolibrary.org/obo/CHEBI_8027', 'http://purl.obolibrary.org/obo/NCIT_C16554', 'http://purl.obolibrary.org/obo/NCIT_C70828', 'http://purl.obolibrary.org/obo/NCIT_C285', 'http://purl.obolibrary.org/obo/GO_0140767', 'http://purl.obolibrary.org/obo/CHEBI_8027', 'http://purl.obolibrary.org/obo/CHEBI_15339', 'http://purl.obolibrary.org/obo/CHEBI_181416', 'http://biomodels.net/SBO/SBO_0000027', 'http://purl.obolibrary.org/obo/NCIT_C80381', 'http://purl.obolibrary.org/obo/NCIT_C20626', 'http://purl.obolibrary.org/obo/NCIT_C71610', 'http://purl.obolibrary.org/obo/CHEBI_16240', 'http://purl.obolibrary.org/obo/NCIT_C43366', 'http://purl.obolibrary.org/obo/NCIT_C120264', 'http://biomodels.net/SBO/SBO_0000281', 'http://purl.obolibrary.org/obo/NCIT_C16770']","[' Armoracia rusticana,  regulation of catalytic activity,  peroxidase activity']","[' 3704,  GO:0050790,  GO:0004601']"
181,BIOMD0000000183,0.25,"['Calcium', 'Calmodulin', 'Affinity', 'Calmodulin Pathway', 'Calmodulin', 'Property of Relationship', 'Bidirectional', 'Binding', 'Calcium Binding']","['http://purl.obolibrary.org/obo/NCIT_C331', 'http://purl.obolibrary.org/obo/NCIT_C16375', 'http://purl.obolibrary.org/obo/NCIT_C20604', 'http://purl.obolibrary.org/obo/NCIT_C39009', 'http://purl.obolibrary.org/obo/NCIT_C16375', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C54200', 'http://purl.obolibrary.org/obo/NCIT_C82888', 'http://purl.obolibrary.org/obo/NCIT_C21216']","[' CaM pathway,  Long-term potentiation,  Ordinary differential equation model,  protein serine/threonine phosphatase activity,  calmodulin-dependent protein kinase activity,  calmodulin binding,  detection of calcium ion,  positive regulation of synaptic plasticity,  Mammalia']","[' REACT_9053.2,  ko04720,  MAMO_0000046,  GO:0004722,  GO:0004683,  GO:0005516,  GO:0005513,  GO:0031915,  40674']"
140,BIOMD0000000142,0.25,"['Computer Modeling', 'Cortical Bone', 'bursting']","['http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C52714', 'http://identifiers.org/teddy/TEDDY_0000055']","[' neuronal action potential,  Mammalia']","[' GO:0019228,  40674']"
308,BIOMD0000000313,0.25,"['Cell', 'Pharmacokinetic Parameters Domain', 'Gene Expression', 'Activation', 'Therapeutic', 'Interleukin-13', 'Quantitative Concept', 'Pathway', 'Sustained Engraftment', 'JAK-STAT Pathway Deregulation', 'Predictive Value', 'Computer Modeling', 'Property of Relationship', 'Inhibition', 'Genome-Wide 5-Hydroxymethylcytosine Profile']","['http://purl.obolibrary.org/obo/NCIT_C48694', 'http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C16608', 'http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/NCIT_C25277', 'http://purl.obolibrary.org/obo/NCIT_C20515', 'http://purl.obolibrary.org/obo/NCIT_C70766', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C111964', 'http://purl.obolibrary.org/obo/NCIT_C38343', 'http://purl.obolibrary.org/obo/NCIT_C16238', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C42791', 'http://purl.obolibrary.org/obo/NCIT_C123801']","[' mature T-cell and NK-cell lymphoma,  Jak-STAT signaling pathway - Homo sapiens (human),  Signaling by Interleukins,  B-lymphoma cell line,  Homo sapiens,  regulation of JAK-STAT cascade']","[' DOID:0050743,  hsa04630,  REACT_22232,  BTO:0001518,  9606,  GO:0046425']"
309,BIOMD0000000314,0.25,"['Cell', 'Pharmacokinetic Parameters Domain', 'Gene Expression', 'Activation', 'Therapeutic', 'Interleukin-13', 'Quantitative Concept', 'Pathway', 'Sustained Engraftment', 'JAK-STAT Pathway Deregulation', 'Predictive Value', 'Computer Modeling', 'Property of Relationship', 'Inhibition', 'Genome-Wide 5-Hydroxymethylcytosine Profile']","['http://purl.obolibrary.org/obo/NCIT_C48694', 'http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C16608', 'http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/NCIT_C25277', 'http://purl.obolibrary.org/obo/NCIT_C20515', 'http://purl.obolibrary.org/obo/NCIT_C70766', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C111964', 'http://purl.obolibrary.org/obo/NCIT_C38343', 'http://purl.obolibrary.org/obo/NCIT_C16238', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C42791', 'http://purl.obolibrary.org/obo/NCIT_C123801']","["" Hodgkin's lymphoma,  Jak-STAT signaling pathway - Homo sapiens (human),  Signaling by Interleukins,  Homo sapiens,  Hodgkin lymphoma cell line,  JAK-STAT cascade""]","[' DOID:8567,  hsa04630,  REACT_22232,  9606,  BTO:0004973,  GO:0007259']"
627,BIOMD0000000673,0.25,"['Placebo', 'Pharmacodynamic Study', 'Pharmacokinetic Study', 'Variability', 'Latin Square Study', 'Residual', 'Disease Progression', 'Savings', 'Placebo Control', 'Evaluated Activity Relationship', ""Alzheimer's Disease"", 'Trial Design Model']","['http://purl.obolibrary.org/obo/NCIT_C753', 'http://purl.obolibrary.org/obo/NCIT_C49662', 'http://purl.obolibrary.org/obo/NCIT_C49663', 'http://purl.obolibrary.org/obo/NCIT_C85443', 'http://purl.obolibrary.org/obo/NCIT_C90402', 'http://purl.obolibrary.org/obo/NCIT_C37895', 'http://purl.obolibrary.org/obo/NCIT_C17747', 'http://purl.obolibrary.org/obo/NCIT_C120453', 'http://purl.obolibrary.org/obo/NCIT_C49648', 'http://purl.obolibrary.org/obo/NCIT_C93462', 'http://purl.obolibrary.org/obo/NCIT_C2866', 'http://purl.obolibrary.org/obo/NCIT_C142736']","[' muscarinic agonist,  Alzheimer disease']","[' CHEBI:38325,  HP:0002511']"
139,BIOMD0000000141,0.25,"['Computer Modeling', 'Cortical Bone', 'bursting']","['http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C52714', 'http://identifiers.org/teddy/TEDDY_0000055']","[' neuronal action potential,  Mammalia']","[' GO:0019228,  40674']"
271,BIOMD0000000274,0.25,"['Imaging Finding Ranges', 'Parathyroid Hormone', 'Mathematical Model', 'Intermittent', 'Estrogen Replacement Therapy', 'Bone Remodeling', 'Hormonal Contraception', 'Estrogen']","['http://purl.obolibrary.org/obo/NCIT_C180890', 'http://purl.obolibrary.org/obo/NCIT_C41027', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C71325', 'http://purl.obolibrary.org/obo/NCIT_C15231', 'http://purl.obolibrary.org/obo/NCIT_C3475', 'http://purl.obolibrary.org/obo/NCIT_C92808', 'http://purl.obolibrary.org/obo/NCIT_C2293']","[' bone resorption,  ossification,  Chordata']","[' GO:0045453,  GO:0001503,  7711']"
319,BIOMD0000000324,0.25,"['Cell', 'Pharmacokinetic Parameters Domain', 'Calmodulin Pathway', 'Stimulation', 'conductance', 'oscillatory muscle contraction', 'Sustained Engraftment', 'Modest Extremity Pain', 'Egtazic Acid', 'damped oscillation']","['http://purl.obolibrary.org/obo/NCIT_C48694', 'http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C39009', 'http://purl.obolibrary.org/obo/NCIT_C61406', 'http://biomodels.net/SBO/SBO_0000257', 'http://purl.obolibrary.org/obo/GO_0014703', 'http://purl.obolibrary.org/obo/NCIT_C111964', 'http://purl.obolibrary.org/obo/NCIT_C121392', 'http://purl.obolibrary.org/obo/NCIT_C72097', 'http://identifiers.org/teddy/TEDDY_0000063']","[' Balanus nubilus,  voltage-gated potassium channel activity,  voltage-gated calcium channel activity,  action potential,  Ordinary differential equation model']","[' 6678,  GO:0005249,  GO:0005245,  GO:0001508,  MAMO_0000046']"
130,BIOMD0000000132,0.25,"['Computer Modeling', 'Cortical Bone', 'bursting']","['http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C52714', 'http://identifiers.org/teddy/TEDDY_0000055']","[' neuronal action potential,  Mammalia']","[' GO:0019228,  40674']"
917,BIOMD0000000994,0.25,"['Cell', 'Transmitter Device', 'Cytokine', 'Regeneration', 'Population Group', 'Quantitative Concept', 'Alterations in Hearing', 'Heterogeneity', 'TGFB1 wt Allele', 'tissue homeostasis', 'Signaling Protein', 'single-cell RNA sequencing', 'Computer Modeling', 'Cancer Pathway', 'Affected', 'Input', 'Dose']","['http://purl.obolibrary.org/obo/NCIT_C48694', 'http://purl.obolibrary.org/obo/NCIT_C50231', 'http://purl.obolibrary.org/obo/NCIT_C20464', 'http://purl.obolibrary.org/obo/NCIT_C17083', 'http://purl.obolibrary.org/obo/NCIT_C17005', 'http://purl.obolibrary.org/obo/NCIT_C70766', 'http://purl.obolibrary.org/obo/NCIT_C5037', 'http://purl.obolibrary.org/obo/NCIT_C28359', 'http://purl.obolibrary.org/obo/NCIT_C52015', 'http://purl.obolibrary.org/obo/GO_0001894', 'http://purl.obolibrary.org/obo/NCIT_C18515', 'http://www.ebi.ac.uk/efo/EFO_0008913', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C91436', 'http://purl.obolibrary.org/obo/NCIT_C64917', 'http://purl.obolibrary.org/obo/NCIT_C47905', 'http://purl.obolibrary.org/obo/NCIT_C25488']","[' Homo sapiens,  Ordinary differential equation model,  breast epithelial cell,  sequestering of TGFbeta from receptor via TGFbeta binding,  transforming growth factor beta receptor signaling pathway']","[' 9606,  MAMO_0000046,  BTO:0001211,  GO:0038105,  GO:0007179']"
369,BIOMD0000000381,0.25,"['Diabetes Mellitus', 'Pharmacokinetic Parameters Domain', 'programmed cell death', 'Apoptosis', 'Antigen Presentation', 'Apoptotic Cell Count', 'Necrotic', 'Apoptotic', 'BALB/c', 'Autoimmune', 'Quantification Test', 'NOD/ShiLtJ', 'Kinetics', 'Inflammatory Response', 'Variants File', 'Chronic Inflammation']","['http://purl.obolibrary.org/obo/NCIT_C2985', 'http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/GO_0012501', 'http://purl.obolibrary.org/obo/NCIT_C17557', 'http://purl.obolibrary.org/obo/NCIT_C17663', 'http://purl.obolibrary.org/obo/NCIT_C181495', 'http://purl.obolibrary.org/obo/NCIT_C25286', 'http://purl.obolibrary.org/obo/NCIT_C14156', 'http://www.ebi.ac.uk/efo/EFO_0000602', 'http://purl.obolibrary.org/obo/NCIT_C37916', 'http://purl.obolibrary.org/obo/NCIT_C181550', 'http://www.ebi.ac.uk/efo/EFO_0007736', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C20151', 'http://purl.obolibrary.org/obo/NCIT_C172881', 'http://purl.obolibrary.org/obo/NCIT_C174450']","[' Mus musculus,  macrophage apoptotic process,  macrophage activation,  phagocytosis,  type 1 diabetes mellitus']","[' 10090,  GO:0071888,  GO:0042116,  GO:0006909,  DOID:9744']"
453,BIOMD0000000475,0.25,"['Induced Cataract', 'Dose', 'Nucleotide Excision Repair', 'Characterization', 'Threshold', 'Induced Cataract', 'Yeast Cell Measurement', 'In Vivo', 'Ubiquitination', 'Findings-Based Question', 'Mutant', 'di-mu-bromidobis(dibromidoaluminium)', 'Protocol', 'Pathway', 'Mono-ADP-Ribosyltransferase Sirtuin-6', 'Wild Type', 'occurring entity representation', 'Sensitivity', 'PRRT2 Gene', 'Mismatch Repair', 'Ubiquitin', 'Genome', 'DNA Damage', 'Yeast', 'Bypass', 'Uvula', 'Repair', 'Acute']","['http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C25488', 'http://purl.obolibrary.org/obo/NCIT_C20213', 'http://purl.obolibrary.org/obo/NCIT_C62606', 'http://purl.obolibrary.org/obo/NCIT_C48228', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C74664', 'http://purl.obolibrary.org/obo/NCIT_C15744', 'http://purl.obolibrary.org/obo/NCIT_C19358', 'http://purl.obolibrary.org/obo/NCIT_C91103', 'http://purl.obolibrary.org/obo/NCIT_C25360', 'http://purl.obolibrary.org/obo/CHEBI_33129', 'http://purl.obolibrary.org/obo/NCIT_C42651', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C82857', 'http://purl.obolibrary.org/obo/NCIT_C62195', 'http://biomodels.net/SBO/SBO_0000231', 'http://purl.obolibrary.org/obo/NCIT_C25201', 'http://purl.obolibrary.org/obo/NCIT_C101620', 'http://purl.obolibrary.org/obo/NCIT_C20639', 'http://purl.obolibrary.org/obo/NCIT_C17227', 'http://purl.obolibrary.org/obo/NCIT_C16629', 'http://purl.obolibrary.org/obo/NCIT_C16507', 'http://purl.obolibrary.org/obo/NCIT_C14286', 'http://purl.obolibrary.org/obo/NCIT_C15723', 'http://purl.obolibrary.org/obo/FMA_55022', 'http://purl.obolibrary.org/obo/NCIT_C53611', 'http://purl.obolibrary.org/obo/NCIT_C14140']","[' Saccharomyces cerevisiae,  postreplication repair']","[' 4932,  GO:0006301']"
106,BIOMD0000000108,0.25,"['Enzyme', 'Findings-Based Question', 'Aging', 'superoxide reductase activity', 'Reduced', 'Hypersensitivity', 'Antioxidant', 'Lipid Peroxidation', 'Superoxide Dismutase', 'Trisomy', 'Pathway', 'Interactive Kiosk', 'hydrogen peroxide', 'Bacteria', 'Computer Modeling', 'Oxidative Stress', 'Transgenic Animal', 'Superoxide']","['http://purl.obolibrary.org/obo/NCIT_C16554', 'http://purl.obolibrary.org/obo/NCIT_C91103', 'http://purl.obolibrary.org/obo/NCIT_C16269', 'http://purl.obolibrary.org/obo/GO_0050605', 'http://purl.obolibrary.org/obo/NCIT_C25640', 'http://purl.obolibrary.org/obo/NCIT_C3114', 'http://purl.obolibrary.org/obo/NCIT_C275', 'http://purl.obolibrary.org/obo/NCIT_C81870', 'http://purl.obolibrary.org/obo/NCIT_C17172', 'http://purl.obolibrary.org/obo/NCIT_C3421', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C19749', 'http://purl.obolibrary.org/obo/CHEBI_16240', 'http://purl.obolibrary.org/obo/NCIT_C14187', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C17741', 'http://purl.obolibrary.org/obo/NCIT_C14184', 'http://purl.obolibrary.org/obo/NCIT_C852']","[' cellular organisms,  superoxide dismutase activity,  regulation of superoxide metabolic process,  Down syndrome']","[' 131567,  GO:0004784,  GO:0090322,  DOID:14250']"
